date,symbol,sentiment,sentiment high,sentiment low,news volume,news buzz
2016-08-21,MRK,1,4,-3,2,0
2016-08-20,MRK,-1,-1,-1,1,0
2016-08-19,MRK,2,2,2,2,0
2016-08-18,MRK,-2,-2,-2,1,0
2016-08-17,MRK,-3,1,-5,11,2
2016-08-16,MRK,-1,4,-5,3,0
2016-08-15,MRK,4,5,2,3,1
2016-08-14,MRK,-2,1,-4,5,2
2016-08-13,MRK,-4,-4,-5,2,1
2016-08-12,MRK,1,5,-5,7,1
2016-08-11,MRK,-5,-5,-5,1,0
2016-08-10,MRK,-1,1,-2,7,1
2016-08-09,MRK,-1,3,-3,34,5
2016-08-08,MRK,-1,2,-3,34,5
2016-08-07,MRK,0,0,0,0,0
2016-08-06,MRK,0,0,0,0,0
2016-08-05,MRK,2,5,-2,57,10
2016-08-04,MRK,1,4,-2,34,6
2016-08-03,MRK,-2,2,-4,46,9
2016-08-02,MRK,-1,2,-3,39,7
2016-08-01,MRK,3,4,1,12,4
2016-07-31,MRK,3,3,3,2,4
2016-07-30,MRK,1,3,-2,6,6
2016-07-29,MRK,-1,3,-3,49,10
2016-07-28,MRK,1,3,-2,19,10
2016-07-27,MRK,1,4,-3,9,6
2016-07-26,MRK,2,3,-1,10,7
2016-07-25,MRK,1,3,-1,13,10
2016-07-24,MRK,2,4,-1,5,10
2016-07-23,MRK,1,4,-3,3,7
2016-07-22,MRK,-1,1,-2,12,10
2016-07-21,MRK,1,1,1,1,0
2016-07-20,MRK,2,4,-1,5,4
2016-07-19,MRK,-2,-1,-3,5,2
2016-07-18,MRK,1,3,-3,12,10
2016-07-17,MRK,2,3,-1,2,7
2016-07-16,MRK,1,2,-2,9,7
2016-07-15,MRK,-1,2,-2,10,5
2016-07-14,MRK,-1,2,-2,7,3
2016-07-13,MRK,1,3,-2,8,4
2016-07-12,MRK,1,2,-2,20,10
2016-07-11,MRK,1,1,-1,2,6
2016-07-10,MRK,2,3,1,5,6
2016-07-09,MRK,1,3,-2,5,4
2016-07-08,MRK,5,5,4,8,3
2016-07-07,MRK,1,3,-2,19,8
2016-07-06,MRK,1,3,-2,14,6
2016-07-05,MRK,1,3,-1,12,5
2016-07-04,MRK,1,3,-1,5,9
2016-07-03,MRK,1,3,-2,13,10
2016-07-02,MRK,2,3,1,3,6
2016-07-01,MRK,1,3,-1,22,10
2016-06-30,MRK,2,4,-1,10,5
2016-06-29,MRK,2,3,-1,18,10
2016-06-28,MRK,1,3,-3,14,10
2016-06-27,MRK,1,5,-3,11,10
2016-06-26,MRK,1,2,-1,9,10
2016-06-25,MRK,3,3,3,3,5
2016-06-24,MRK,1,3,-2,6,1
2016-06-23,MRK,-1,3,-5,2,0
2016-06-22,MRK,-2,2,-5,7,2
2016-06-21,MRK,-4,-2,-5,5,1
2016-06-20,MRK,1,5,-4,8,2
2016-06-19,MRK,1,1,1,1,3
2016-06-18,MRK,1,1,1,1,10
2016-06-17,MRK,-3,1,-5,21,10
2016-06-16,MRK,-1,3,-5,2,0
2016-06-15,MRK,-2,2,-5,7,2
2016-06-14,MRK,-1,2,-2,9,2
2016-06-13,MRK,-1,2,-2,12,5
2016-06-12,MRK,2,4,-2,4,5
2016-06-11,MRK,-1,2,-3,6,6
2016-06-10,MRK,-2,2,-4,39,10
2016-06-09,MRK,1,3,-2,16,8
2016-06-08,MRK,-1,3,-3,8,4
2016-06-07,MRK,-1,3,-4,15,7
2016-06-06,MRK,1,4,-2,12,10
2016-06-05,MRK,-1,2,-3,10,8
2016-06-04,MRK,-1,2,-3,5,4
2016-06-03,MRK,2,3,-1,7,3
2016-06-02,MRK,-2,-1,-3,20,8
2016-06-01,MRK,1,4,-3,10,4
2016-05-31,MRK,1,2,-2,8,3
2016-05-30,MRK,-1,2,-4,4,10
2016-05-29,MRK,1,3,-2,5,10
2016-05-28,MRK,-1,1,-3,14,10
2016-05-27,MRK,1,2,-2,23,10
2016-05-26,MRK,1,3,-2,9,1
2016-05-25,MRK,-1,2,-2,9,1
2016-05-24,MRK,1,3,-2,15,2
2016-05-23,MRK,-1,2,-3,18,3
2016-05-22,MRK,-2,-2,-2,1,1
2016-05-21,MRK,-1,2,-2,7,1
2016-05-20,MRK,-1,2,-2,11,1
2016-05-19,MRK,-1,2,-3,75,10
2016-05-18,MRK,-1,2,-2,15,4
2016-05-17,MRK,-1,2,-3,16,5
2016-05-16,MRK,-1,1,-2,18,10
2016-05-15,MRK,1,3,-2,10,10
2016-05-14,MRK,-1,1,-2,17,9
2016-05-13,MRK,1,3,-2,24,7
2016-05-12,MRK,1,3,-3,31,3
2016-05-11,MRK,1,3,-2,22,2
