,compound,neg,neu,pos,trading_date
474,-0.0772,0.12,0.747,0.134,2017-01-18
475,0.9451,0.0,0.777,0.223,2017-01-20
476,0.5267,0.0,0.927,0.073,2017-01-24
477,0.9042,0.0,0.879,0.121,2017-01-31
478,0.0,0.0,1.0,0.0,2017-02-02
479,0.6808,0.0,0.937,0.063,2017-02-01
480,0.9653,0.057,0.814,0.129,2017-02-03
481,0.7003,0.031,0.897,0.072,2017-02-04
482,0.296,0.0,0.939,0.061,2017-02-07
483,0.1779,0.0,0.955,0.045,2017-02-08
484,0.4215,0.0,0.826,0.174,2017-02-09
485,0.7351,0.034,0.792,0.174,2017-02-10
486,-0.6705,0.155,0.845,0.0,2017-02-11
487,-0.875,0.159,0.841,0.0,2017-02-12
488,-0.3818,0.096,0.823,0.08,2017-02-15
489,0.902,0.0,0.707,0.293,2017-02-14
490,0.9454,0.045,0.834,0.121,2017-02-20
491,0.1779,0.0,0.909,0.091,2017-02-22
492,0.34,0.0,0.866,0.134,2017-02-21
493,-0.1053,0.062,0.887,0.05,2017-02-23
494,-0.296,0.093,0.817,0.09,2017-03-01
495,0.1779,0.0,0.825,0.175,2017-02-28
496,-0.0258,0.129,0.722,0.149,2017-03-02
497,-0.9468,0.228,0.752,0.02,2017-03-03
498,-0.5994,0.139,0.72,0.141,2017-03-08
499,0.0,0.0,1.0,0.0,2017-03-07
500,0.1779,0.0,0.898,0.102,2017-03-09
501,0.1779,0.0,0.925,0.075,2017-03-11
502,0.8519,0.0,0.905,0.095,2017-03-15
503,0.4432,0.078,0.793,0.13,2017-03-16
504,0.6808,0.064,0.828,0.108,2017-03-18
505,0.9538,0.052,0.662,0.285,2017-03-17
506,0.5994,0.0,0.864,0.136,2017-03-19
507,0.7269,0.0,0.84,0.16,2017-03-20
508,0.5719,0.037,0.899,0.065,2017-03-22
509,0.5106,0.0,0.837,0.163,2017-03-21
510,0.2732,0.0,0.925,0.075,2017-03-23
511,0.3182,0.071,0.851,0.078,2017-03-24
512,0.25,0.092,0.782,0.126,2017-03-25
513,-0.4215,0.054,0.917,0.029,2017-03-27
514,0.743,0.016,0.887,0.098,2017-03-29
515,0.743,0.021,0.908,0.071,2017-03-28
516,0.7003,0.055,0.824,0.12,2017-03-30
517,-0.4939,0.063,0.937,0.0,2017-03-31
518,0.5267,0.0,0.935,0.065,2017-04-01
519,0.7845,0.0,0.835,0.165,2017-04-04
520,0.7906,0.0,0.848,0.152,2017-04-06
521,0.936,0.0,0.898,0.102,2017-04-05
522,0.9186,0.0,0.87,0.13,2017-04-07
523,0.4588,0.0,0.939,0.061,2017-04-10
524,0.5859,0.02,0.933,0.047,2017-04-12
525,0.0,0.0,1.0,0.0,2017-04-11
526,-0.1531,0.053,0.907,0.04,2017-04-18
527,-0.9186,0.122,0.808,0.07,2017-04-19
528,-0.1779,0.047,0.904,0.049,2017-04-20
529,0.4215,0.0,0.774,0.226,2017-04-21
530,0.1779,0.0,0.779,0.221,2017-04-24
531,-0.7351,0.18,0.76,0.06,2017-04-25
532,0.872,0.0,0.855,0.145,2017-04-27
